word|count|in title 1|% 1|in title 1 diff|in title 2|% 2|attribute type
roll|284|137|48.24%|147|191|67.25%|['Window Treatment Product Type', 'Bullet01', 'Bullet02', 'Bullet13', 'Sheet or Roll', 'Bullet04', 'Bullet07', 'Type', 'Bullet08', 'Roll or Batt', 'Bullet03', 'Flooring Product Type', 'Roofing Product Type', 'Bullet05', 'Material']
countertop|295|148|50.17%|147|156|52.88%|['Application Method', 'Bullet06', 'Bullet01', 'Bullet02', 'Paint/Stain/Waterproofer Product Type', 'Bullet09', 'Sink Type', 'Kitchen Product Type', 'Bullet07', 'Bullet04', 'Bullet12', 'Mount Type', 'Bullet08', 'Bullet03', 'Appliance Type', 'Microwave Type']
chair|546|399|73.08%|147|428|78.39%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet13', 'Bullet09', 'MFG Brand Name', 'Bullet07', 'Moulding Type', 'Bullet04', 'Type', 'Outdoor Living Product Type', 'Application', 'Bullet08', 'Chair Type', 'Cover Type', 'Bullet03', 'Set Includes', 'Bullet05', 'Bullet14', 'Hammock style', 'Bullet11']
sku|146|0|0.00%|146|0|0.00%|[]
v|148|2|1.35%|146|143|96.62%|['Voltage Output (volts)', 'Bullet04', 'Character']
nuts|173|27|15.61%|146|28|16.18%|['Bullet06', 'Bullet01', 'Bullet02', 'MFG Brand Name', 'Bullet04', 'Bullet08', 'Bullet03', 'Bullet05']
plywood|221|75|33.94%|146|103|46.61%|['Bullet01', 'Bullet02', 'Material Cut', 'Bullet04', 'Material', 'Plywood Type', 'Bullet03', 'Bullet05', 'Cabinet Material']
11|240|95|39.58%|145|151|62.92%|['Wattage (watts)', 'Bullet01', 'Product Width (in.)', 'Assembled Width (in.)', 'Product Size (oz.)', 'Number of Pieces', 'Assembled Height (in.)', 'Container Size', 'Umbrella Canopy Diameter (ft.)', 'Level Length (in.)', 'Bullet03', 'Product Height (in.)', 'Product Depth (in.)', 'Container Height (in.)', 'Capacity (cu. ft.) - Refrigerators', 'Bullet04', 'Socket Size', 'Capacity (cu. Ft.) - Total', 'Actual Product Width (in.)', 'Approximate Rug Size', 'Watt Equivalence', 'MERV Rating (Minimum Efficiency Reporting Value)', 'Width (in) x Length (in)', 'Bullet02', 'Capacity (cu. Ft.) - Fresh Food', 'Bullet05']
side|340|195|57.35%|145|243|71.47%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet13', 'Bullet09', 'Bullet15', 'Bullet04', 'Truck Box Type', 'Bullet12', 'Bullet14', 'Bullet08', 'Chair Type', 'Bullet03', 'Bullet05', 'Mounting Style', 'Storage Product Type', 'Bullet11']
seats|150|6|4.00%|144|6|4.00%|['Bullet01', 'Bullet02', 'Primary application', 'MFG Brand Name', 'Bullet04', 'Bullet03']
8'|143|0|0.00%|143|0|0.00%|[]
drawers|163|20|12.27%|143|22|13.50%|['Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet13', 'Bullet07', 'Bullet04', 'Bullet08', 'Bullet03', 'Bullet05', 'Color/Finish']
finish|341|198|58.06%|143|213|62.46%|['Bullet01', 'Bullet13', 'Paint Product Type', 'Bullet09', 'Bullet07', 'Pattern name', 'Bullet12', 'Bullet08', 'Bullet06', 'Fixture Color/Finish', 'Bullet14', 'Bullet11', 'Bullet03', 'Specialty Fastener Type', 'Bullet10', 'Bullet15', 'Bullet04', 'Finish', 'Bullet02', 'Color', 'Bullet05', 'Color/Finish']
sliding|656|513|78.20%|143|513|78.20%|['Bullet01', 'Bullet13', 'Bullet09', 'Accessory Type', 'Bullet07', 'Bullet12', 'Bullet08', 'Bullet06', 'Type', 'Bullet14', 'Bullet11', 'Door Type', 'Bullet03', 'Door Locks & Knobs Product Type', 'Window Type', 'Miter Saw Type', 'Bullet10', 'Bullet15', 'Bullet04', 'Bullet16', 'Bullet02', 'Screen Door Type', 'Pet Door Mount Type', 'Bullet05', 'Color/Finish']
curtains|142|0|0.00%|142|0|0.00%|['Bullet03', 'Bullet05', 'Bullet02', 'Bullet01', 'Bullet04']
stands|145|3|2.07%|142|4|2.76%|['Bullet05', 'Bullet01', 'Bullet04']
gloss|185|43|23.24%|142|114|61.62%|['Bullet06', 'Bullet01', 'Finish Type', 'Sheen', 'Bullet02', 'Bullet09', 'Color', 'Gloss', 'Bullet04', 'Bullet08', 'Bullet03', 'Color/Finish', 'Bullet05']
i|151|10|6.62%|141|150|99.34%|[]
tank|339|198|58.41%|141|222|65.49%|['Bullet10', 'Bullet06', 'Product Type', 'Bullet01', 'Bullet02', 'Bullet09', 'Primary application', 'Bullet07', 'Bullet04', 'Heating Product Type', 'Accessory type', 'Tools Product Type', 'Bullet12', 'Bullet14', 'Bullet11', 'Bullet03', 'Bullet05', 'Where to Use', 'Engine Part Type', 'Storage Unit Type']
flush|389|248|63.75%|141|320|82.26%|['Bullet01', 'Bullet13', 'Bullet09', 'Bullet07', 'Mounting Options', 'Bullet12', 'Bullet08', 'Bullet17', 'Bullet06', 'MFG Brand Name', 'Exterior Lighting Product Type', 'Bullet11', 'Bullet03', 'Flushing Mechanism', 'Bullet10', 'Flushing Technology', 'Bullet15', 'Bullet04', 'Flushing Type', 'Bullet16', 'Valve Type', 'Bullet02', 'Exterior Lighting Accessory Type', 'Plumbing Part Type', 'Bullet05']
angle|381|241|63.25%|140|311|81.63%|['Cordless Tool Type', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet13', 'Bullet09', 'Bullet15', 'Corded Tool Type', 'Bullet04', 'Drill/ Driver Type', 'Type', 'Bullet14', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05', 'Profile', 'Strut fitting type']
brown|536|396|73.88%|140|405|75.56%|['Bullet01', 'Cushion Color or Pattern', 'Bullet13', 'Bullet09', 'Bullet07', 'Front Color', 'Bullet12', 'Cabinet Color Family', 'Frame Primary Finish', 'Color/Finish Family', 'Bullet06', 'Color/Pattern', 'MFG Brand Name', 'Fixture Color/Finish', 'Bullet11', 'Bullet03', 'Bullet10', 'Pole Color', 'Table Finish', 'Cabinet Color', 'Bullet15', 'Bullet04', 'Table Primary Finish', 'Base Color/Finish Family', 'Collection Name', 'Finish', 'Color Family', 'Bullet02', 'Color', 'Frame Color/Finish', 'Fixture Color/Finish Family', 'Canopy Color', 'Color/Finish', 'Bullet05']
bars|140|1|0.71%|139|1|0.71%|['Bullet06', 'Bullet01', 'Accessory Type', 'Bullet07', 'Bullet04', 'Primary Use']
or|142|3|2.11%|139|64|45.07%|['Bullet10', 'Installation Features', 'Bullet01', 'Bullet02', 'Bullet09', 'Bullet07', 'Bullet04', 'Surveillance Included', 'Bullet12', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05', 'Certifications and Listings', 'Brand/Model Compatibility']
free|211|73|34.60%|138|107|50.71%|['Bullet01', 'Bullet02', 'Bullet04', 'Defrost Type', 'Bullet03', 'Storage Product Type']
drywall|309|171|55.34%|138|172|55.66%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet15', 'Bullet07', 'Fastener Type', 'Primary Use', 'Bullet04', 'Bullet14', 'Material', 'Bullet08', 'Nail Type', 'Bullet05', 'Bullet03', 'Bullet16']
4ft|137|0|0.00%|137|0|0.00%|[]
2x2|138|1|0.72%|137|1|0.72%|['Approximate Tile Size', 'Nominal Product H x W (In.)']
fiberglass|312|175|56.09%|137|175|56.09%|['Bullet01', 'Handle Material', 'Insulation Type', 'Bullet02', 'Bullet09', 'Bullet07', 'Bullet04', 'Drywall Features', 'Filter Material', 'Material', 'Bullet08', 'Bullet03', 'Bullet05']
blue|512|375|73.24%|137|383|74.80%|['Outer Color', 'Bullet01', 'Cushion Color or Pattern', 'Bullet07', 'Top Color', 'Bullet08', 'Bulb Color', 'Blossom Color', 'Color/Finish Family', 'Bullet06', 'Color/Pattern', 'MFG Brand Name', 'Fixture Color/Finish', 'Bullet11', 'Bullet03', 'Top Color Family', 'Shade Color Family', 'Bullet04', 'Wire color', 'Base Color/Finish Family', 'Collection Name', 'Frame Color/Finish Family', 'Color Family', 'Bullet02', 'Frame Color/Finish', 'Color', 'Finish Family', 'Light Bulb Color', 'Canopy Color', 'Color/Finish', 'Bullet05', 'Brand/Model Compatibility']
2x4|138|2|1.45%|136|2|1.45%|['Approximate Tile Size', 'Nominal Product H x W (In.)']
blocks|142|6|4.23%|136|6|4.23%|['Bullet01', 'Bullet02', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Bullet03', 'Bullet05']
bolt|618|482|77.99%|136|543|87.86%|['Builders Hardware Product Type', 'Bullet01', 'Bullet02', 'Bullet09', 'Accessory Type', 'Part Type', 'MFG Brand Name', 'Bullet07', 'Fastener Type', 'Bullet04', 'Type', 'Hand Tool Type', 'Bullet03', 'Bullet05', 'Plumbing Part Type']
lb|145|10|6.90%|135|133|91.72%|['Maximum Load (lb.)', 'Product Weight (lb.)']
pads|157|22|14.01%|135|22|14.01%|['Bullet01', 'Bullet02', 'Paint Product Type', 'MFG Brand Name', 'Bullet04', 'Bullet08', 'Bullet03', 'Bullet05']
b|185|50|27.03%|135|169|91.35%|['Bullet03', 'Bullet05', 'MFG Brand Name', 'Bullet01', 'Bullet04']
low|282|147|52.13%|135|227|80.50%|['Bullet01', 'Sheen', 'Bullet09', 'Bullet07', 'Bullet08', 'Power Type', 'Bullet06', 'Box Type', 'Voltage Type', 'Bullet14', 'Bullet11', 'Bullet03', 'Bullet10', 'Spout Type', 'Bullet04', 'Cable/Wire Type', 'Electrical Product Type', 'Bullet16', 'Collection Name', 'Bullet02', 'Color/Finish', 'Bullet05']
trimmers|138|4|2.90%|134|4|2.90%|['Bullet06', 'Fits Brand/Models', 'Bullet02', 'Bullet01', 'Bullet04', 'Fits models', 'Bullet03', 'Bullet05', 'Trimmer Attachment Type']
rain|257|123|47.86%|134|168|65.37%|['Bullet10', 'Bullet06', 'Bullet01', 'Spray Pattern', 'Bullet02', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Bullet11', 'Bullet03', 'Color/Finish', 'Bullet05', 'Glass Style']
work|301|167|55.48%|134|207|68.77%|['Bullet06', 'Mounting', 'Bullet01', 'Bullet02', 'Bullet09', 'Gloves & Mittens Product Type', 'Bullet07', 'Bullet04', 'Electrical Product Type', 'Tool Stand Type', 'Bullet12', 'Commercial Light Type', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05', 'Glove Type']
holder|349|215|61.60%|134|221|63.32%|['Drill Bit Type(s) Included', 'Fitting type', 'Collection Name', 'Bullet06', 'Bullet01', 'Bullet02', 'Package Contents', 'Bath Accessory Type', 'Accessory Type', 'Bullet04', 'Decorative Accessory Product Type', 'Cleaning Tool Type', 'Bullet03', 'Bullet05', 'Drill Bit Type']
plumbing|154|21|13.64%|133|22|14.29%|['Specialty Plumbing Tool Type', 'MFG Brand Name', 'Bullet01', 'Bullet02']
tree|610|477|78.20%|133|500|81.97%|['Storage/ Accessory Type', 'Bullet01', 'Artwork name', 'Bullet09', 'Plant Support Type', 'Bullet07', 'Primary Use', 'Pattern name', 'Bullet08', 'Indoor Decor Theme', 'Bullet06', 'Plant type', 'Ornament or Tree Topper', 'MFG Brand Name', 'Bullet03', 'Bullet10', 'Weed Type', 'Garden Center Tool Type', 'Bullet04', 'Botanical Name', 'Bullet02', 'Holiday Accessory Type', 'Bullet05', 'Color/Finish', 'Holiday Decor Product Type']
mounted|174|42|24.14%|132|85|48.85%|['Bullet06', 'Bullet09', 'Bullet07', 'Bullet08', 'Bullet05', 'Installation']
green|451|319|70.73%|132|345|76.50%|['Outer Color', 'Bullet01', 'Cushion Color or Pattern', 'Artwork name', 'Bullet09', 'Bullet07', 'Pattern name', 'Cabinet Color Family', 'Bullet08', 'NFL Team', 'Frame Primary Finish', 'Hardware Finish Family', 'Bulb Color', 'Color/Finish Family', 'Bullet06', 'Color/Pattern', 'MFG Brand Name', 'Fixture Color/Finish', 'Bullet03', 'Bullet10', 'Cabinet Color', 'Shade Color Family', 'Bullet04', 'Cushion Color Family', 'Blade Color Family', 'Housing Color Family', 'Base Color/Finish Family', 'Collection Name', 'Color Family', 'Bullet02', 'Color', 'Exterior Color/Finish Family', 'Color/Finish', 'Bullet05']
6x6|133|2|1.50%|131|2|1.50%|['Fits Post Size', 'Approximate Tile Size', 'Nominal Product H x W (In.)']
outlets|130|0|0.00%|130|1|0.77%|['Bullet03', 'Bullet04', 'Bullet01', 'Bullet02']
timers|130|0|0.00%|130|0|0.00%|['Kitchen Product Type']
gates|135|5|3.70%|130|5|3.70%|['Bullet01', 'Bullet02', 'MFG Brand Name', 'Bullet04', 'Bullet03', 'Bullet05']
rail|375|245|65.33%|130|276|73.60%|['Bullet06', 'Product Type', 'Bullet01', 'Bullet02', 'Package Contents', 'Bullet09', 'Bullet07', 'Moulding Type', 'Bullet04', 'Accessory type', 'Use', 'Fencing Style', 'Application', 'Type', 'Bullet08', 'Bullet03', 'Bullet05']
cap|568|438|77.11%|130|460|80.99%|['Bullet01', 'Accessory Type', 'Landscape Supply Type', 'Bullet07', 'Engine Part Type', 'Bullet06', 'Head Style', 'Fastener Head Style', 'MFG Brand Name', 'Type', 'Bullet03', 'Bullet04', 'Fastener Type', 'Moulding Type', 'Fitting or Connector Type', 'Profile', 'Bullet02', 'Irrigation System Component', 'Accessory type', 'Cap Type', 'Plumbing Part Type', 'Bullet05']
6'|129|0|0.00%|129|0|0.00%|[]
lithium|143|14|9.79%|129|130|90.91%|['Bullet01', 'Bullet02', 'Battery Power Type', 'Battery Size', 'Cell type', 'Bullet07', 'Bullet04', 'Bullet14', 'Bullet16', 'Bullet03', 'Bullet05', 'Bullet17', 'Battery Type Required']
bags|209|80|38.28%|129|88|42.11%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet09', 'Usage Type', 'Bullet07', 'Bullet04', 'Bullet03', 'Bullet05', 'Storage Product Type', 'Accessory/Part Type']
flexible|223|94|42.15%|129|94|42.15%|['Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet04', 'Bullet03', 'Bullet05']
wheel|290|161|55.52%|129|210|72.41%|['Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Power Tool Features', 'Bullet09', 'Part Type', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Traction', 'Electrical Product Type', 'Bullet12', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05', 'Hand Tool Type', 'Features']
block|377|248|65.78%|129|263|69.76%|['Window Type', 'Bullet06', 'Product Type', 'Bullet01', 'Bullet02', 'Landscape Supply Type', 'Concrete Tool Type', 'Bullet07', 'Moulding Type', 'Bullet04', 'Type', 'Block/Brick/Lintel', 'Bullet03', 'Bullet05', 'Color/Finish']
iron|357|229|64.15%|128|256|71.71%|['Bullet01', 'Bullet09', 'Bullet07', 'Material', 'Bullet08', 'Bullet06', 'MFG Brand Name', 'Fixture Color/Finish', 'Compatible Pipe Material', 'Bullet03', 'Bullet10', 'Tabletop Material', 'Bullet04', 'Finish', 'Housing Material', 'Collection Name', 'Color Family', 'Bullet02', 'Glass Caming Finish', 'Frame Material', 'Color/Finish', 'Bullet05', 'Features']
cu|128|1|0.78%|127|120|93.75%|['Bag Capacity/Dry Volume (cu. ft.)', 'Capacity (cu. Ft.) - Fresh Food']
planks|133|6|4.51%|127|8|6.02%|['Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet09', 'Bullet07', 'Bullet04', 'Pattern name', 'Bullet05']
kids|166|39|23.49%|127|40|24.10%|['Theme', 'Bullet01', 'Bullet02', 'MFG Brand Name', 'Bullet04', 'Pattern name', 'Art Type', 'Style', 'Bullet03']
ring|275|148|53.82%|127|197|71.64%|['Bullet06', 'Flange Type', 'Hanger Type', 'Bullet02', 'Package Contents', 'Bullet01', 'Bullet09', 'Meter Socket Type', 'Bullet07', 'Bullet04', 'Type', 'Bullet08', 'Plumbing Part Type', 'Bullet05', 'Bullet03']
brush|337|210|62.31%|127|248|73.59%|['Applicator/Tool Type', 'Bullet06', 'Bullet01', 'Bullet02', 'Bath Accessory Type', 'Part Type', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Cooking Accessory Type', 'Cleaning Tool Type', 'Bullet03', 'Bullet05', 'Color/Finish', 'Part/Accessory Type', 'Trimmer Attachment Type']
security|461|334|72.45%|127|350|75.92%|['Window Type', 'Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Peril Type', 'Accessory Type', 'Bullet09', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Electrical Product Type', 'Bullet08', 'Exterior Lighting Accessory Type', 'Door Type', 'Bullet03', 'Sign Type', 'Bullet05', 'Bullet11']
heads|130|4|3.08%|126|4|3.08%|['Bullet03', 'Bullet02', 'Bullet07', 'Bullet08']
4x4|132|6|4.55%|126|6|4.55%|['Fits Post Size', 'Approximate Tile Size', 'Nominal Product H x W (In.)']
stock|151|25|16.56%|126|26|17.22%|['Bullet03', 'Bullet02', 'Metal Stock Type', 'Bullet01', 'Fastener Type']
seeds|153|27|17.65%|126|28|18.30%|['Bullet06', 'Bullet01', 'Bullet02', 'Landscape Supply Type', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Bullet03', 'Bullet05']
insert|193|67|34.72%|126|77|39.90%|['Bullet01', 'Bullet02', 'Bullet13', 'Bullet07', 'Bullet04', 'Type', 'Bullet11', 'Bullet03', 'Bullet05']
right|220|94|42.73%|126|170|77.27%|['Bullet01', 'Bullet13', 'Bullet09', 'Corded Tool Type', 'Bullet07', 'Bullet12', 'Bullet08', 'Finished End', 'Bullet06', 'Bullet14', 'Bullet11', 'Door Swing', 'Bullet03', 'Cordless Tool Type', 'Bullet10', 'Drain Location', 'Bullet15', 'Bullet04', 'Drill/ Driver Type', 'Bullet02', 'Vanity Top Accommodations', 'Bullet05']
foam|316|190|60.13%|126|196|62.03%|['Builders Hardware Product Type', 'Bullet10', 'Bullet06', 'Applicator/Tool Type', 'Bullet01', 'Bullet02', 'Roller cover type', 'Insulation Type', 'Bullet09', 'Bullet13', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Mattress Fill Type', 'Material', 'Kit contents', 'Bullet03', 'Color/Finish', 'Bullet05', 'Carpet Pad Material']
rod|677|551|81.39%|126|573|84.64%|['Bullet06', 'Bullet01', 'Bullet02', 'Package Contents', 'Bath Accessory Type', 'Accessory Type', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Fastener Type', 'Drapery Hardware Product Type', 'Type', 'Material', 'Bullet08', 'Bullet03', 'Bullet05', 'Color/Finish', 'Metal Stock Type', 'Fish Tape, Rod or Lubricant', 'Strut fitting type']
lawnmower|127|2|1.57%|125|2|1.57%|[]
built|128|3|2.34%|125|78|60.94%|['Bullet10', 'Bullet06', 'Bullet07', 'Bullet11', 'Bullet05', 'Microwave Type']
stoves|128|3|2.34%|125|3|2.34%|['Bullet03', 'Bullet06', 'Bullet07', 'Bullet02']
cleaning|158|33|20.89%|125|69|43.67%|['Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet13', 'Bullet09', 'Carpet and Upholstery Cleaner Type', 'Cooking Accessory Type', 'Bullet04', 'Bullet07', 'Cleaning Type', 'Bullet12', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05']
mirror|527|402|76.28%|125|429|81.40%|['Bullet01', 'Decor Product Type', 'Bullet13', 'Bullet09', 'Bullet07', 'Bullet12', 'Bullet08', 'Material', 'Bullet17', 'Bullet06', 'MFG Brand Name', 'Surface Type', 'Bullet11', 'Bullet03', 'Bullet10', 'Bullet04', 'Vanity Included Components', 'Bullet16', 'Accessory or kit type', 'Mirror Use', 'Glass Style', 'Bullet02', 'Color/Finish', 'Bullet05', 'Features']
rug|690|565|81.88%|125|576|83.48%|['Approximate Rug Size', 'Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet09', 'MFG Brand Name', 'Bullet07', 'Bullet04', 'Padding Application', 'Bullet08', 'Bullet03', 'Flooring Product Type', 'Bullet05', 'Brand/Model Compatibility']
24'|124|0|0.00%|124|0|0.00%|[]
down|156|32|20.51%|124|87|55.77%|['Tool Type', 'Opening type', 'Bullet01', 'Light Direction', 'Door stop type', 'Bullet04', 'Bullet08', 'Kitchen Faucet Type', 'Discharge direction']
style|230|106|46.09%|124|138|60.00%|['Bullet01', 'Bullet02', 'Primary application', 'Fixture Color/Finish', 'Bullet07', 'Bullet08', 'Bullet03', 'Bullet05']
can|297|173|58.25%|124|210|70.71%|['Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet09', 'Bullet07', 'Bullet04', 'Bullet12', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05']
refrigerator|494|370|74.90%|124|374|75.71%|['Bullet01', 'Bullet13', 'Bullet09', 'Bullet07', 'Bullet12', 'Bullet08', 'Bullet17', 'Appliance Type', 'Bullet06', 'Operational Features', 'Water Filtration System Type', 'Bullet18', 'Bullet14', 'Bullet11', 'Bullet03', 'Bullet10', 'Compatibility', 'Bullet15', 'Bullet04', 'Compatible Appliance Type', 'Bullet16', 'Bullet02', 'General Features', 'Bullet05']
attachments|124|1|0.81%|123|1|0.81%|['Bullet06', 'Accessory Compatibility', 'Bullet01', 'Bullet02', 'Power Tool Features', 'Bullet07', 'Bullet04', 'Bullet03']
space|144|21|14.58%|123|57|39.58%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet09', 'MFG Brand Name', 'Bullet12', 'Bullet08', 'Bullet05']
wrench|428|305|71.26%|123|309|72.20%|['Cordless Tool Type', 'Bullet06', 'Tool Set Type', 'Housing Material', 'Bullet01', 'Bullet02', 'Bullet13', 'Bullet09', 'Corded Tool Type', 'Bullet04', 'Bullet07', 'Hand Tool Type', 'Bullet11', 'Air Tool Type', 'Bullet05', 'Bullet03', 'Tools Included', 'Specialty Plumbing Tool Type', 'Wrench type']
bit|595|472|79.33%|123|504|84.71%|['Drill Bit Type(s) Included', 'Bullet10', 'Electrical Tool Type', 'Bullet06', 'Product Type', 'Bullet01', 'Bullet02', 'Package Contents', 'Bullet09', 'Bullet07', 'Bullet04', 'Type', 'Bullet08', 'Bullet03', 'Bullet05', 'Drill Bit Type']
u|129|7|5.43%|122|110|85.27%|['Bullet05']
pots|131|9|6.87%|122|10|7.63%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet04', 'Bullet08', 'Bullet03', 'Bullet05']
bulb|889|767|86.28%|122|790|88.86%|['Bullet10', 'Bullet06', 'Product Type', 'Bullet01', 'Bullet02', 'Bullet13', 'Specialty Bulb Type', 'Bullet09', 'Light Bulb Features', 'Bullet15', 'Bullet07', 'Bullet04', 'Bullet12', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05', 'Bullet16', 'Engine Part Type']
furnace|170|49|28.82%|121|55|32.35%|['Bullet06', 'Bullet01', 'Bullet02', 'Heating Product Type', 'Bullet04', 'Bullet03', 'Bullet05', 'Brand/Model Compatibility']
utility|228|107|46.93%|121|107|46.93%|['Tool Type', 'Tool Set Type', 'Bullet01', 'Bullet02', 'Kitchen Product Type', 'Bullet04', 'Knife Type', 'Hand Tool Type', 'Bullet03', 'Bullet05', 'Tool Storage Product Type', 'Storage Product Type']
dual|276|155|56.16%|121|180|65.22%|['Bullet01', 'Bullet13', 'Bullet09', 'Bullet07', 'Bullet08', 'Fuel Type', 'Appliance Type', 'Bullet06', 'Hose Exhaust', 'Outdoor Living Product Type', 'Bullet11', 'Bullet03', 'Bullet10', 'Flushing Technology', 'Bullet04', 'Flushing Type', 'Bullet16', 'Bullet02', 'Mount type', 'Grill/Smoker Fuel Type', 'Bevel Type', 'Vent hose configuration', 'Bullet05']
hanging|365|244|66.85%|121|246|67.40%|['Collection Name', 'Bullet06', 'Bullet01', 'Plant category', 'Bullet02', 'Bullet09', 'Installation Method', 'Bullet07', 'Bullet04', 'Fastener Type', 'Bullet08', 'Bullet11', 'Bullet03', 'Bullet05', 'Storage Product Type', 'Exterior Lighting Accessory Type', 'Holiday Decor Product Type']
knob|373|252|67.56%|121|265|71.05%|['Back plate style', 'Builders Hardware Product Type', 'Bullet06', 'Attachment type', 'Bullet01', 'Lock Type', 'Bullet02', 'Bullet07', 'Bullet04', 'Type', 'Bullet08', 'Handle type', 'Bullet03', 'Bullet05', 'Handle Type']
